id,title,url,summary,score,timestamp,highlights,query_text
DL-4f2f00fed0d6e8a05f939108f1d48c34,Tech billionaireMusk sits down with Donald Trump,https://www.ksta.de/politik/dpa-politik/musk-legt-sich-mit-donald-trump-an-1037451,"Elon Musk and Donald Trump praised each other at the departure of the tech billionaire from Washington. Musk attacked Trump’s tax and expenditure bill as an outrageous outrage. At the beginning of November 2026, midterm elections will be held in the United States.",247.66812,2025-06-04T03:03:25+00:00,"['Just a few days ago, Elon Musk and Donald Trump praised each other at the departure of the tech billionaire from Washington. Now Musk continues to meddle in politics, making life difficult for the White House.', 'Just a few days after leaving Washington, tech billionaire Elon Musk is on a collision course with US President Donald Trump. Musk attacked Trump’s tax and expenditure bill as “an outrageous outrage.”', 'Trump often threatens apostate MPs and senators himself to support their party rivals in the next election.']",donald trump
DL-607a2884ee59cbcd3ee2e2bb100721a7,Donald Trump has called China,https://www.kommersant.ru/doc/7777502,"US President Donald Trump held a telephone conversation with Xi Jinping on June 5. This was first reported by the Chinese side, noting that the call took place on the initiative of the head of the White House. Donald Trump said that he had agreed with his interlocutor to eliminate disagreements over the supply of rare-earth metals.",247.39177,2025-06-05T18:52:14,"['Donald Trump said that he had agreed with his interlocutor to eliminate disagreements over the supply of rare-earth metals.', 'Donald Trump and Xi Jinping Photo: Kevin Lamarque / File Photo / Reuters Donald Trump and Xi Jinping Photo: Kevin Lamarque / File Photo / Reuters The first news about the phone conversation was spread by the Chinese news agency Xinhua.', 'On June 4, Donald Trump once again launched a tirade against his Chinese compatriot.']",donald trump
DL-79bcd212cca74f7c3e33d6a29e0950d0,Trump vs Musk: will Donald Trump and Elon Musk Feud hit the US space program?,https://www.wionews.com/videos/trump-vs-musk-will-donald-trump-and-elon-musk-feud-hit-the-us-space-program-1749474339992,"Trump vs Musk: will Donald Trump and Elon Musk Feud hit the US space program?
The escalating feud between Donald Trump and Elon Musk risks destabilizing the U.S. space program SpaceX might face potential loss of its $22 billion in federal contracts.",244.52502,2025-06-09T09:00:00,['Trump vs Musk: will Donald Trump and Elon Musk Feud hit the US space program?\nThe escalating feud between Donald Trump and Elon Musk risks destabilizing the U.S. space program SpaceX might face potential loss of its $22 billion in federal contracts.'],donald trump
DL-4d142051ad4e20468582e498c31b8fb0,"New York: 300,000 residents at risk of being evicted as a result of Donald Trump's new policy",https://www.lanacion.com.ar/estados-unidos/nueva-york/en-nueva-york-300-mil-residentes-en-peligro-de-ser-desalojados-por-esta-nueva-politica-de-donald-nid04062025/,"Trump seeks to cut federal funding for housing assistance in New York. At least 300,000 people would be at risk of losing their homes if new limits on federal rental assistance were imposed.",240.73347,2025-06-04T08:00:00,"['The budget proposal of the Donald Trump administration for 2026 threatens to destabilise the subsidized housing system in New York.', 'Trump seeks to cut federal funding for housing assistance in New York The federal government is seeking to impose a two-year cap on rent subsidies for adults who do not declare disability and are under the age of 62.', ""According to proponents of the proposal, Trump's cuts would have devastating effects Unsplash In addition to the direct loss of housing, legislators warned The City that this policy would trigger a series of legal disputes over evictions, massive arrears""]",donald trump
DL-aefe7f05e16644b29963440451a6ad52,"Donald Trump Vows To 'Dismantle The Deep State', Can He Do It?-NOW THE END BEGINS-NOV 8 2024",https://preproduction.printyourfood.com/8c0108aa-ec66-4d70-a401-185781ed632e,"President-elect Donald J. Trump vows to dismantle the Deep State. On this episode of the Prophecy News Podcast, Donald Trump has vowed to do a complete overhaul of everything that’s wrong within our government. The answer to that question is a very complex one, to say the least.",238.93343,,"['Those are the words of president-elect Donald J. Trump as he vows to dismantle the Deep State.', 'On this episode of the Prophecy News Podcast, president-elect Donald Trump has vowed that he will do a complete and thorough overhaul of everything that’s wrong within our government, and after his spectacular landslide victory, he certainly has a mandate', 'Can Trump take Command? That’s the question we ask today, and the answer to that question is a very complex one, to say the least. John F.']",donald trump
DL-9ef0976bf58dfc03c3a8e2ce7a963237,Korean Americans knock Donald Trump Jr. for ‘reckless’ post,https://www.staradvertiser.com/2025/06/10/breaking-news/korean-americans-knock-donald-trump-jr-for-reckless-post/,Donald Trump Jr. posted a photo of a man with a rifle on a rooftop on X. The federation expressed concern over the developments in Los Angeles over the last week.,238.29456,2025-06-10T16:00:00,"['SEOUL >> An association of Korean Americans in Los Angeles has criticized Donald Trump Jr. for “reckless” comments on social media and urged him not to exploit a riot that devastated their community 33 years ago.', 'Donald Trump Jr. posted a photograph of a man with a rifle on a rooftop on X with a message: “Make Rooftop Koreans Great Again!” referring to actions by the Korean American community during the 1992 race riots in Los Angeles.', 'Kang Hyung-won, a photojournalist who reported for the Los Angeles Times during the 1992 unrest, said on X, in a reply to Donald Trump Jr.’s post, the picture had been taken by him and it was used without his permission.']",donald trump
DL-a729e2a5943f6694462b60443213799f,Could Donald Trump deport Elon Musk?,https://www.upday.com/uk/could-donald-trump-deport-elon-musk,"the feud between former U.S. President Donald Trump and Elon Musk has become a major spectacle. Once allies, the two figures are now locked in a high-profile conflict. The rift began when Musk publicly criticised Trump’s flagship legislation.",236.57643,2025-06-07T21:00:00,"['President Donald Trump and tech billionaire Elon Musk, which erupted publicly in June 2025, has become a major spectacle.', 'Once allies, the two figures are now locked in a high-profile conflict that reflects deeper tensions within American politics and the business world.', ""Trump retaliated swiftly, threatening to revoke federal contracts awarded to Musk’s companies, including SpaceX and Tesla.\nThe move sent shockwaves through the markets, and many viewed it as an attempt to punish dissent within Trump's inner circle.""]",donald trump
DL-79ee2be2367a40698dc888f31c9f0e0b,Donald Trump defends sending National Guard to L.A.,https://www.cp24.com/news/world/2025/06/10/trump-defends-national-guard-deployment-as-protests-spread-live-updates-here/,"U.S. President Donald Trump is defending his decision to send Another 2,000 National Guard troops along with 700 Marines to Los Angeles. Other protests against immigration raids are expected to continue in other cities Tuesday.",236.33122,2025-06-10T16:15:11,"['President Donald Trump is defending his decision to send Another 2,000 National Guard troops along with 700 Marines to Los Angeles, escalating a military presence local officials and Gov.', 'Speaker Johnson defends Trump on L.A. protests\nHouse Speaker Mike Johnson defended Donald Trump’s handling of protests in Los Angeles and echoed the president’s attacks on Democratic Gov. Gavin Newsom.', '(AP Photo/Eric Thayer)\nCalifornia Democrats accuse Trump of inciting unrest\nDemocratic members of California’s congressional delegation are accusing President Donald Trump of creating a “manufactured crisis” in Los Angeles with his orders to send in thousands']",donald trump
DL-b50ddf02cfca110f054596e9d85a914f,Five Claims Elon Musk Made About Donald Trump amid Their Rift,https://news.amomama.com/459979-five-claims-elon-musk-made-about-donald.html,"Elon Musk launched a series of posts attacking Donald Trump over policy disagreements, personal slights, and unverified allegations. What followed was a public breakdown of what was once a powerful alliance, and the world took notice. On June 3, Musk called the proposed bill a ""disgusting abomination"" and condemned excessive spending.",235.83157,2025-06-06T15:17:06+00:00,"['A public feud between two of the most polarizing figures in modern American politics has sparked a flurry of accusations and counterclaims, each more explosive than the last.', 'In the first week of June 2025, Elon Musk launched a series of posts on X attacking Donald Trump over policy disagreements, personal slights, and unverified allegations.', '[sic]""\nAnother noted, ""So you think the Democrats withheld the Epstein Files knowing Donald Trump was in there? No way! They would have released that in a New York minute and blasted him.']",donald trump
DL-7856c5818882e4899add01da7e0c41af,"Merz with Donald Trump – Ukraine, trade policy and the danger of open provocation",https://www.welt.de/politik/ausland/article256211900/Washington-Besuch-Merz-bei-Donald-Trump-diese-fuenf-Fallstricke-lauern-auf-ihn.html,Friedrich Merz is scheduled to meet US President Donald Trump shortly before noon (local time) Merz was supposed to have lunch with Trump behind closed doors. The lunch in the large cabinet room in the West Wing will take place only after the CDU leader has sat down with Trump.,234.67757,2025-06-05T06:10:00+00:00,"['In Washington, the Federal Chancellor is scheduled to meet US President Donald Trump shortly before noon (local time) and shake up the strained transatlantic relations.', 'Merz was supposed to have lunch with Trump behind closed doors – an opportunity to clear up possible points of contention.', ""Trump's friend Bret Baier, the most famous Fox presenter, is on vacation. On CNN it will probably be made easier for the CDU politician. Since Trump's re-election, the station has viewed itself as a TV opposition to the Republicans.""]",donald trump
DL-0afc3e50b08154c044e74636ab64d8bc,Donald Trump advocates deployment of troops to Los Angeles,https://www.haberturk.com/donald-trump-los-angeles-a-asker-sevk-edilmesini-savundu-3798300,"US President Donald Trump argues that he should send troops to Los Angeles to suppress protests. ""If I hadn't'sent asparagus' to the last three nights, this city would be a place now,"" Trump says. Noting the fires in January, which caused extensive damage to the city and rendered many homes unusable.",233.34724,2025-06-10T00:00:00,"['US President Donald Trump has argued that he should send troops to Los Angeles to suppress the five-day protests in support of irregular immigrants, or else the city will burn down.', 'In a statement from Truth Social, US President Trump underlined his decision to deploy troops in connection with the events in Los Angeles.', '""If I hadn\'t\'sent asparagus\' to Los Angeles the last three nights, this city, which was once beautiful and magnificent, would be a place now,"" Trump said.']",donald trump
DL-8e54012b23581bbce9f2d4bb65589a0e,Donald Trump's surprise visit stirs excitement at UFC 316,https://americantribune.com/donald-trumps-surprise-visit-stirs-excitement-at-ufc-316,"Donald Trump made headline-grabbing appearance at UFC 316 in Newark. Trump attended Ultimate Fighting Championship series as a guest of UFC's president Dana White. As the event unfolded, Trump and Rubio exchanged a friendly fist bump.",232.23222,2025-06-08T16:43:46+00:00,"['Former President Donald Trump made a headline-grabbing appearance at UFC 316 in Newark, sparking excitement among fans and figures from the political world, as the Daily Mail reports.', ""Trump's harsh words outlined his views on the implications if Musk continued down a political path divergent from Trump's own."", ""Meanwhile, Trump's relationship with Musk took another hit after a now-deleted post by Musk insinuated ties between Trump and Jeffrey Epstein.""]",donald trump
DL-8a23e2f321feea2261b0123c3d07ae35,"Donald Trump's 50% tariff comes into effect today: ""It's chaos""",https://www.libertatea.ro/stiri/tarife-donald-trump-haos-importuri-otel-aluminiu-5331723,Donald Trump signs order doubling tariffs on steel and aluminum imports from 25% to 50%. The aim of these tariffs is to secure the future of the US steel industry. Many companies directly affected by this decision are afraid of the negative effects.,232.03152,2025-06-04T05:21:35+00:00,"['Donald Trump signed an order doubling tariffs on steel and aluminum imports from 25% to 50%. According to the President, the aim of these tariffs is to secure the future of the US steel industry.', 'Trump explained that this reflects ongoing trade talks with the UK. Why does the MAGA world hate Europe?', ""Donald Trump's team is waging a US cultural war across the Atlantic, with implications for the European Union A shock for US small businesses For small businesses, the new tariffs are a shock.""]",donald trump
DL-2fab87448428b03509de35589ff0f5db,Donald Trump vs Elon Musk | How the bromance ended,https://iol.co.za/news/world/2025-06-06-donald-trump-vs-elon-musk-or-how-the-bromance-ended/,"Donald Trump and Elon Musk's unlikely political marriage exploded in a fiery public divorce. Trump said he was ""very disappointed"" after his former aide and top donor criticised his ""big, beautiful"" spending bill. The pair then hurled insults at each other on social media.",231.47466,2025-06-06T07:03:47,"['President Donald Trump said on June 5, 2025, that he asked ""crazy"" Elon Musk to leave his administration and threatened to take away the tech tycoon\'s government contracts, as a growing row over the US president\'s budget bill triggered a bitter public', ""Image: AFP / IOL Graphics\nBy Danny KEMP Donald Trump and Elon Musk's unlikely political marriage exploded in a fiery public divorce Thursday, with the US president threatening to strip the billionaire of his huge government contracts in revenge."", 'He replied ""yes"" to a post suggesting Trump should be impeached, and blasted Trump\'s global tariffs for risking a recession.']",donald trump
DL-17e17a103f62721c54824057c614c4ed,President Donald Trump doesn't want to talk to billionaire Elon Musk.,https://trithucvn2.net/the-gioi/tong-thong-donald-trump-khong-muon-noi-chuyen-voi-ty-phu-elon-musk.html,"Donald Trump tells Fox News that he doesn't want to talk to Tesla Elon Musk. The president cites favorable polls and strong support from Congressional Republicans for him. Inequality has soared since Mr. Musk began ""losing his mind"" to Musk about a month ago.",231.18292,2025-06-06T23:10:27+00:00,"['President Donald Trump told Fox News on Saturday (June 6th) that he doesn\'t want to talk to SpaceX CEO and Tesla Elon Musk, adding, ""Elon is completely out of his mind."" He also told Fox News host Bret Baier that he\'s not worried about Mr.', 'Musk proposing a new political party. The president cites favorable polls and strong support from Congressional Republicans for him.', 'Comments between Musk and Trump rose this week as Musk called the ""great, beautiful law"" that Trump favored ""a disgrace."" Trump\'s Truth Social post referred to Mr.']",donald trump
DL-71547184e646cce65baaa7b7eda0dca6,The Curse of 78 Years: Donald Trump Almost Repeats Bayden’s Trap,https://mirtesen.ru/dispute/43217038590/Proklyate-78-let-Donald-Tramp-chut-ne-povtoril-tryuk-Baydena-na-,"During a trip to Morristown, New Jersey, Donald Trump spoke to reporters about plans to send troops to California in response to local protests against immigration policies.",230.5115,2025-06-09T07:22:06,"['During a trip to Morristown, New Jersey, Donald Trump spoke to reporters about plans to send troops to California in response to local protests against immigration policies.']",donald trump
DL-0a933af088dbe316a164410857adccd9,Donald Trump Jr. Launching ‘Amazon of Guns’ to Strengthen the Second Amendment.,https://thenationalpulse.com/2025/06/03/donald-trump-jr-launching-amazon-of-guns-to-strengthen-the-second-amendment/,"Donald Trump Jr. has announced the upcoming launch of an online firearm retailer, GrabAGun. The platform seeks to restore access to firearms and accessories, offering a streamlined online shopping experience while adhering to federal safety regulations.",229.53821,2025-06-04T01:01:45+00:00,"['❓What Happened: Donald Trump Jr. is launching an online firearm store called GrabAGun, aiming to make firearms more accessible and fill gaps left by corporate policy changes.\n👥 Who’s Involved: Donald Trump Jr., investor Omeed Malik, GrabAGun CEO Marc', 'Nemat, and attorney Colion Noir.\n📍 Where & When: Announced on June 3, 2025, with plans to go public soon.\n💬 Key Quote: “This is giving [the public] an opportunity with ‘grab a gun,’ to shop the way they shop virtually everything else.” — Donald Trump', 'Donald Trump Jr. has announced the upcoming launch of an online firearm retailer, GrabAGun, which he and his partners have described as the “Amazon of guns.”']",donald trump
DL-45df2bf368ae9d9bd5f2ca78727dcb92,Friedrich Merz at Donald Trump,https://www.zdfheute.de/video/heute-in-europa/friedrich-merz-bei-donald-trump-100.html,"Friedrich Merz at Donald Trump by Andreas Klinner, Elmar Theveßen 05.06.2025 | 16:00 | The war in Ukraine, the situation in the Middle East and US tariffs: all topics that the German Chancellor and the US President want to discuss in Washington, topics of great relevance for Europe.",229.39742,2025-06-05T16:00:00,"['Friedrich Merz at Donald Trump by Andreas Klinner, Elmar Theveßen 05.06.2025 | 16:00 | The war in Ukraine, the situation in the Middle East and US tariffs: all topics that the German Chancellor and the US President want to discuss in Washington, topics']",donald trump
DL-fbd54eacb9e9b300580d513709d0c576,United States: Donald Trump's drastic measure came into effect on Tuesday,https://www.canal12.com.sv/noticia/estados-unidos-medida-drastica-de-donald-trump-entro-en-vigor-este-martes/,"Since midnight this Monday, Donald Trump's ban has come into effect. This measure is aimed at curbing the arrival of refugees and restricting illegal immigration.",229.3351,2025-06-10T10:10:53,"[""Since midnight this Monday, Donald Trump's ban has come into effect. This new ban affects citizens from 12 countries. This measure is aimed at curbing the arrival of refugees and restricting illegal immigration.""]",donald trump
DL-916cfbcffd9f2b84b497aaa7b11b1e79,BREAKING NEWS: Jerome Powell Tells Donald Trump To Say In His Paygrade,https://preproduction.printyourfood.com/12de05ab-f96a-454b-ac56-56a5edcdc706,Jerome Powell says he would not resign if president-elect Donald Trump asked him to. Powell says that he'll scrap it off his zipper if he wanted lip off of Trump.,228.25842,,"[""BREAKING NEWS: Jerome Powell Tells Donald Trump To Say In His Paygrade\nVideo Source: News Parody News Mix\nPowell also added, If he wanted any lip off of Trump that he'll scrap it off his zipper."", 'Federal Reserve Chair Jerome Powell said Thursday that he would not resign if president-elect Donald Trump asked him to. Asked whether he would step down amid chatter that Trump\'s advisers had suggested he do so, Powell replied, ""No.""', 'Trump nominated Powell as Fed chairman in 2017 in his first administration.']",donald trump
DL-602803870d752c90f94032a0b8ccf4e9,Ilon Musk sends good wishes to Donald Trump,https://smotrim.ru/article/4538711,"AP Mack commented on the video of Trump's statement, writing one word in response: ""Analogous"" On June 5, 2024, U.S. President Donald Trump expressed the opinion that Elon Musk ""went crazy"" According to him, the businessman ""exhausted"" and ceased to benefit. Earlier, Trump had not ruled out his relationship with Musk had deteriorated.",227.96025,2025-06-07T03:59:00+00:00,"['President Donald Trump on his page in the social network Truth Social expressed the opinion that Elon Musk "" went crazy"". According to him, the businessman ""exhausted"" and ceased to benefit.', 'American businessman and billionaire Ilon Musk responded by stating that the incumbent President Donald Trump is featured in the documents in the case of American financier Jeffrey Epstein, who was accused of delinquency, trafficking in sexual services', 'Earlier, Trump had not ruled out that his relationship with Musk had deteriorated after the businessman’s criticism of the Senate’s state-expenditure bill. Trump insists on adopting the document.']",donald trump
DL-68212d6c4f6c0415ff2457220a6bf686,Donald Trump threatens to cut Elon Musk's government contracts as feud explodes,https://abc7.com/videoClip/16669983/,"Donald Trump threatens to cut Elon Musk's government contracts as feud explodes Report a correction or typo Copyright  2025 KABC Television, LLC. All rights reserved. Related Topics POLITICS ELON MUSK DONALD TRUMP Watch Live ON NOW Top Stories Trump-Musk feude explodes with claim president is in Epstein files 2 arrested after search of LA neighborhood prompts school lockdown Woman discovers naked intruder inside her home in Valley Village 34 minutes ago Studio City",227.4717,2025-06-06T05:01:23+00:00,"[""24/7 Live\n62°\nWelcome, Mickey\nmickey@disney.com\nManage MyDisney Account\nLog Out\nPOLITICS\nDonald Trump threatens to cut Elon Musk's government contracts as feud explodes\nReport a correction or typo\nCopyright © 2025 KABC Television, LLC."", 'Related Topics\nPOLITICS\nELON MUSK\nDONALD TRUMP\nWatch Live\nON NOW\nTop Stories\nTrump-Musk feud explodes with claim president is in Epstein files\n2 arrested after search of LA neighborhood prompts school lockdown\nWoman discovers naked intruder inside her']",donald trump
DL-5ec4d0c4861ca61ecfbbd40f1445b606,Donald Trump threatens to cut Elon Musk's government contracts as feud explodes,https://abc7.com/16669983/,"Donald Trump threatens to cut Elon Musk's government contracts as feud explodes Report a correction or typo Copyright  2025 KABC Television, LLC. All rights reserved. Related Topics POLITICS ELON MUSK DONALD TRUMP Watch Live ON NOW Top Stories Trump-Musk feude explodes with claim president is in Epstein files 2 arrested after search of LA neighborhood prompts school lockdown Woman discovers naked intruder inside her home 5 minutes ago Search for missing LA woman",227.11188,2025-06-06T05:01:23+00:00,"[""24/7 Live\n62°\nWelcome, Mickey\nmickey@disney.com\nManage MyDisney Account\nLog Out\nPOLITICS\nDonald Trump threatens to cut Elon Musk's government contracts as feud explodes\nReport a correction or typo\nCopyright © 2025 KABC Television, LLC."", 'Related Topics\nPOLITICS\nELON MUSK\nDONALD TRUMP\nWatch Live\nON NOW\nTop Stories\nTrump-Musk feud explodes with claim president is in Epstein files\n2 arrested after search of LA neighborhood prompts school lockdown\nWoman discovers naked intruder inside her']",donald trump
DL-f82515a8bcbbd8823279613640684c45,Donald Trump reportedly earned $1 billion from his cryptos,https://journalducoin.com/actualites/donald-trump-gagne-1-milliard-dollars-grace-cryptos/,"Trump and Cryptocurrencies US President Donald Trump has increased the number of crypto adventures in recent months. A digital strategy that would have earned him approximately $1 billion, according to Forbes magazine estimates. But now Trump would hold close to $900 million in liquid assets.",226.95958,2025-06-07T16:03:35+00:00,"['The key points of this article: Donald Trump has doubled his fortune, to about $5.6 billion, thanks to his investments in cryptocurrencies, according to Forbes.', 'Trump has generated about $1.2 billion through various crypto projects, including NFTs, a DeFi platform, and his TRUMP coin. Trump and Cryptocurrencies US President Donald Trump has increased the number of crypto adventures in recent months.', ""Donald Trump and Cryptocurrencies Donald Trump's career in the cryptocurrency industry began with the launch of his NFT collection in December 2022. Four other collections followed up until August 2024.""]",donald trump
DL-605f7ee3637c0ee3fb1016b85897c63b,Los Angeles: War declared between Donald Trump and Governor Gavin Newsom,https://www.lexpress.fr/monde/amerique/los-angeles-entre-donald-trump-et-le-gouverneur-gavin-newsom-la-guerre-est-declaree-LDH5KBKBGRDFZAC4BQOS7TQXVA/,"Donald Trump bolstered his response to clashes between police and demonstrators in Los Angeles. The Democratic governor of California described the decision as ""deliberately inflammatory"" Gavin Newsom said the deployment of the Marines eased the ""crazy fantasy of a dictatorial president""",226.51096,2025-06-10T09:39:38+00:00,"['In any case, Donald Trump has suggested that he would like to prevent Gavin Newsom from pursuing his political career. Asked Monday about a possible arrest of one of his black beasts, Donald Trump said it would be ""super"".', '""Go there, stop me,"" Gavin Newsom said Sunday on MSNBC, addressing Tom Homan, Donald Trump\'s chief immigration adviser and architect of his policy of mass expulsion of irregular migrants.', 'Gavin Newsom met Donald Trump on the tarmac when he visited areas hit by devastating forest fires. The two men exchanged a hand.']",donald trump
DL-e43b6bea2fdcc401898d5b6487114ef6,Ilon Musk and Donald Trump publicly exchange sharp comments,https://www.svoboda.org/a/ilon-mask-i-donaljd-tramp-publichno-obmenyalisj-rezkimi-kommentariyami/33435209.html,"Ilon Musk criticizes US President Donald Trump on social networking site X. ""Without me, Trump would lose the election, the Democrats would control the House of Representatives,"" Musk says. In May, a bill on taxes and spending, which Donald Trump himself calls a “big and beautiful” law, was passed by the House.",226.48906,2025-06-05T21:08:25+00:00,"[""Millionaire Ilon Musk criticized US President Donald Trump on social networking site X after the politician's statements of disappointment in him."", 'In May, a bill on taxes and spending, which Donald Trump himself calls a “big and beautiful” law, was passed by the House of Representatives by a slim majority.', 'On May 30, 2016, Elon Musk left the administration of President Donald Trump as head of the new Department of Government Effectiveness (DOGE). It was created to reduce government spending.']",donald trump
DL-994dcd49b27bf342179facb79f70fb00,"Donald Trump associates Friedrich Merz with Nazis, German Chancellor's reaction",https://observatornews.ro/extern/reactia-lui-merz-dupa-ce-trump-a-insinuat-621684.html,"Donald Trump made an ironic remark: 'It was not a good day for you' Friedrich Merz recalled that Friday, 6 June, marks the anniversary of D-Day. Donald Trump remarked that it was the liberation of my country from Nazi dictatorship'",226.2729,,"['US President Donald Trump received in the White House the new German Chancellor, Friedrich Merz, on his first official visit to the US.', 'Donald Trump has linked Friedrich Merz to the Nazis.', ""In response, Donald Trump made an ironic remark, considered by many to be an insult: 'It was not a good day for you', thus making a direct allusion between the German leader and the Nazi regime.""]",donald trump
DL-3c7e0360897d69e403993b5fbb1a151e,"Donald Trump like Joe Biden four years ago. ""Time to put him in a wheelchair""",https://www.fakt.pl/polityka/donald-trump-jak-joe-biden-cztery-lata-temu-czas-posadzic-go-na-wozku/t51wb67,"On Sunday, June 8, Donald Trump stumbled on Air Force One after a meeting with journalists. The moment was recorded by the cameras and caused a furor in the network. It was Donald Trump who jumped from former U.S. President Joe Biden.",225.571,2025-06-09T13:08:39,"['On Sunday, June 8, Donald Trump stumbled on board Air Force One after a meeting with journalists.', 'Although he quickly regained his balance, the moment was recorded by the cameras and caused a furor in the network. 2023. it was Donald Trump who jumped from former U.S.', 'Yesterday (8 June) Donald Trump ordered the deployment of almost two thousand National Guard soldiers in the city. Sources: TVN24 / x.com']",donald trump
DL-880ad4a384530072eb3fe1a4da3dca83,Elon Musk Suggests Donald Trump Should Be Charged With DEATH,https://www.gandul.ro/international/elon-musk-sugereaza-ca-donald-trump-ar-trebui-pus-sub-acuzare-in-vederea-demiterii-20539237,"Elon Musk suggests that President Donald Trump should be indicted for dismissal. ""Let us mark this message for the future. The truth will come out,"" Musk says. On Thursday, Musk said Donald Trump is implicated in the ""Epstein Cases""",225.54056,2025-06-05T23:05:00+00:00,"['Entrepreneur Elon Musk suggested on Thursday evening that President Donald Trump should be charged with dismissal in the context of the escalating disputes between the two former allies.', ""Yes https://t.co/rqRsX8B4Hg — Elon Musk (@elonmusk) June 5, 2025 Disputes between Elon Musk and Donald Trump erupted as the US entrepreneur criticised Donald Trump's fiscal plan, warning it would increase the budget deficit."", 'On Thursday, Elon Musk said Donald Trump is implicated in the ""Epstein Cases"", concerning sexual abuse. ""It\'s time to drop the really big bomb. Donald Trump is in the Epstein files. That\'s why they weren\'t made public,"" Musk accused.']",donald trump
DL-960025671f48fe7bed1ce899af4727e8,Donald Trump threatens consequences if Elon Musk backs Democrats,https://www.jpost.com/international/article-856881,"Donald Trump says there would be ""serious consequences"" if Elon Musk funds US Democrats running against Republicans. Musk denounces Trump's bill as a ""disgusting abomination"" The bill narrowly passed the House last month and is now before the Senate.",224.81352,2025-06-07T20:42:09,"['Donald Trump said on Saturday there would be ""serious consequences"" if Elon Musk funds US Democrats running against Republicans who vote for the president\'s sweeping tax-cut and spending bill and said his relationship with his billionaire donor is over', 'Donald Trump\'s falling out with Elon Musk\nMusk and Trump began exchanging insults this week, as Musk denounced Trump\'s bill as a ""disgusting abomination.""', 'US President Donald Trump walks near a drone and a U.S. flag, for an address to troops, during a visit to Al Udeid Air Base in Doha, Qatar, May 15, 2025.']",donald trump
DL-e9b0ed1b1d9421362895b870cc5450f1,Elon Musk and the Donald Trump Conundrum,https://onedio.com/haber/elon-musk-ve-donald-trump-kavgasi-musk-icin-sinir-disi-edilsin-cagrisi-1296334,"The fight between US President Donald Trump and Elon Musk, one of the world's richest men, was a landmark event last night. Claiming that Trump was in the files of billionaire paedophile Epstein, Musk shared a video of Trump and Epstein party footage. Meanwhile, Steve Bannon, a former chief of staff of Donald Trump, has called for Elon Musk to be expelled from the country.",224.78583,2025-06-06T08:34:00,"[""The fight between US President Donald Trump and Elon Musk, one of the world's richest men, was a landmark event last night."", 'Claiming that Trump was in the files of billionaire paedophile Epstein, Musk shared a video of Trump and Epstein party footage.', 'Meanwhile, Steve Bannon, a former chief of staff of Donald Trump, has called for Elon Musk to be expelled from the country.']",donald trump
DL-5fc5c01f101a5a809cb4a97d2793cbc7,Donald Trump and Elon Musk put Argentina in jeopardy,https://www.minutoar.com.ar/actualidad/2025/6/8/donald-trump-elon-musk-ponen-en-jaque-argentina-84371.html,"In Argentina, Javier Milei’s government is following the dispute closely, as both leaders have been key figures in its international strategy. The relationship between Donald Trump and Elon Musk went from being a strategic alliance to an open war. Related News It all began when Musk harshly criticized Trump’s new budget plan.",224.3394,2025-06-08T10:36:33+00:00,"['The US economy has been shaken by the confrontation between Donald Trump and Elon Musk, but its repercussions are not confined to that country.', 'The relationship between Donald Trump and Elon Musk went from being a strategic alliance to an open war. Related News It all began when Musk harshly criticized Trump’s new budget plan, calling it a “repugnant overstatement.”', 'Musk even hinted that Trump is in the Epstein files, linked to the sex trafficking network of the late financier Jeffrey Epstein.']",donald trump
DL-1b8c5cf3610cea9393ef7404e6b349b2,Elon Musk says Donald Trump is in the Epstein files,https://www.thelondoneconomic.com/news/elon-musk-says-donald-trump-is-in-the-epstein-files-394032/,Elon Musk has claimed Donald Trump is part of the Epstein files. Musk and Trump have had a rather frosty breakup in recent weeks.,222.50229,2025-06-06T06:30:31+00:00,"['Elon Musk has claimed that Donald Trump is part of the Epstein files in a the latest of a tirade of posts on X aimed at the President of the United States.', 'However, it would appear that Musk has been rather rattled by the recent events, to the point where he has completely turned on his former partner in political power.', 'The former first buddy made a sensational claim in a post on X on Thursday evening at 20:10 (BST) saying that Donald Trump is “in the Epstein files”.\nHe added that this is “the real reason they have not been made public”.']",donald trump
DL-e2ff38a3861c369c583e61b430f976cf,"""Friendship"" ended: Elon Musk and Donald Trump face public harsh accusations",https://el-periodico.com.ar/el-pais/se-termino-la--amistad---elon-musk-y-donald-trump-se-enfrentan-en-publico-con-duras-acusaciones_a6842ea0a9a1510902b7f3b97,"Elon Musk and Donald Trump broke their political and personal alliance publicly. The collapse was formalised when the owner of X (formerly Twitter) posted a request for a political trial against the former president and suggested that he be replaced by Senator J. Vance. In Argentina, the conflict adds to the question of how President Javier Milei will position himself.",221.81946,2025-06-06T16:22:58,"['The tycoon Elon Musk and the former US President Donald Trump broke their political and personal alliance publicly, amid strong accusations and economic threats that caused a great stir on social networks.', 'The collapse between Elon Musk and Donald Trump was formalised when the owner of X (formerly Twitter) posted on his platform a request for a political trial against the former president and suggested that he be replaced by Senator J.', 'During a meeting with the German Chancellor, Trump expressed his ""disappointment with Musk"" and ruled out the possibility of cancelling all government contracts with SpaceX and Starlink.']",donald trump
